Speaker,Phr_tagged,Phr,Int,Double,Adj,Lex_Adj,Adj_type,Noun,Verb,Inf_Verb,Number,Syllable,Age,Gender,Transcript_date,Birth_year,Edu,Generation,Job
CART19,es_AUX_ser una_DET_uno ayuda_NOUN_ayuda incondicional_ADJ_incondicional _PUNCT_,es una ayuda incondicional ,/,/,incondicional,incondicional,attributive,ayuda,es,ser,CART19_184,5,34,hombre,2010,1976,medio,2,Topógrafo
CART19,y_CCONJ_y no_ADV_no tanto_NOUN_tanto tampoco_ADV_tampoco en_ADP_en lo_PRON_él económico_ADJ_económico sino_CCONJ_sino también_NOUN_también en_ADP_en lo_PRON_él en_ADP_en lo_PRON_él _PUNCT_,y no tanto tampoco en lo económico sino también en lo en lo ,/,/,económico,económico,ambiguous,/,/,/,CART19_185,5,34,hombre,2010,1976,medio,2,Topógrafo
CART19,En_ADP_en lo_PRON_él afectivo_ADJ_afectivo _PUNCT_,En lo afectivo ,/,/,afectivo,afectivo,ambiguous,/,/,/,CART19_186,4,34,hombre,2010,1976,medio,2,Topógrafo
CART19,no_ADV_no tanto_ADV_tanto eso_PRON_ese es_AUX_ser la_DET_el ayuda_NOUN_ayuda económica_ADJ_económico y_CCONJ_y lo_PRON_él material_NOUN_material _PUNCT_,no tanto eso es la ayuda económica y lo material ,/,/,económica,económico,attributive,ayuda,es,ser,CART19_187,5,34,hombre,2010,1976,medio,2,Topógrafo
CART19,Yo_PRON_yo cuando_SCONJ_cuando estoy_AUX_estar así_ADV_así deprimido_ADJ_deprimido _PUNCT_,Yo cuando estoy así deprimido ,/,/,deprimido,deprimido,predicative,/,estoy,estar,CART19_188,4,34,hombre,2010,1976,medio,2,Topógrafo
CART19,yo_PRON_yo lo_PRON_él que_PRON_que me_PRON_yo tiendo_VERB_teir a_ADP_a poner_VERB_poner es_AUX_ser de_ADP_de mal_ADJ_mal humor_NOUN_humor _PUNCT_,yo lo que me tiendo a poner es de mal humor ,/,/,mal,malo,attributive,humor,es,ser,CART19_189,1,34,hombre,2010,1976,medio,2,Topógrafo
CART19,ese_DET_ese mal_ADJ_mal humor_NOUN_humor _PUNCT_,ese mal humor ,/,/,mal,malo,attributive,humor,/,/,CART19_190,1,34,hombre,2010,1976,medio,2,Topógrafo
CART19,porque_SCONJ_porque me_PRON_yo veo_VERB_ver atado_ADJ_atado y_CCONJ_y no_ADV_no _PUNCT_,porque me veo atado y no ,/,/,atado,atado,ambiguous,/,veo,ver,CART19_191,3,34,hombre,2010,1976,medio,2,Topógrafo
CART22,Lo_PRON_él normal_ADJ_normal ._PUNCT_.,Lo normal .,/,/,normal,normal,ambiguous,/,/,/,CART22_01,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Lo_PRON_él normal_ADJ_normal ._PUNCT_.,Lo normal .,/,/,normal,normal,ambiguous,/,/,/,CART22_02,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bajo_ADJ_bajo ._PUNCT_.,bajo .,/,/,bajo,bajo,ambiguous,/,/,/,CART22_03,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,no_ADV_no ahí_ADV_ahí depende_VERB_depender lo_PRON_él que_PRON_que uno_PRON_uno economice_ADJ_economice _PUNCT_,no ahí depende lo que uno economice ,/,/,economice,economice,ambiguous,/,depende,depender,CART22_04,5,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,estoy_AUX_estar pendiente_ADJ_pendiente que_SCONJ_que no_ADV_no vaya_AUX_ir a_ADP_a gastar_VERB_gastar tanta_DET_tanto agua_NOUN_agua _PUNCT_,estoy pendiente que no vaya a gastar tanta agua ,/,/,pendiente,pendiente,predicative,/,estoy,estar,CART22_05,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Bueno_ADJ_bueno hasta_ADP_hasta el_DET_el momento_NOUN_momento las_DET_el relaciones_NOUN_relación han_AUX_haber sido_AUX_ser buenas_ADJ_buena ._PUNCT_.,Bueno hasta el momento las relaciones han sido buenas .,/,/,Bueno,bueno,ambiguous,/,han,haber,CART22_06,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Bueno_ADJ_bueno hasta_ADP_hasta el_DET_el momento_NOUN_momento las_DET_el relaciones_NOUN_relación han_AUX_haber sido_AUX_ser buenas_ADJ_buena ._PUNCT_.,Bueno hasta el momento las relaciones han sido buenas .,/,/,buenas,bueno,predicative,/,sido,ser,CART22_07,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,De_ADP_de todo_DET_todo un_DET_uno poquito_ADJ_poquito ._PUNCT_.,De todo un poquito .,/,/,poquito,poquito,ambiguous,/,/,/,CART22_08,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,al_ADP_al frente_NOUN_frente vive_VERB_vivir una_DET_uno profesora_NOUN_profesora que_PRON_que es_AUX_ser profesional_ADJ_profesional ._PUNCT_.,al frente vive una profesora que es profesional .,/,/,profesional,profesional,predicative,/,es,ser,CART22_09,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Tiene_VERB_tener también_ADV_también dos_NUM_dos hijos_NOUN_hijo que_PRON_que son_AUX_ser profesionales_ADJ_profesional _PUNCT_,Tiene también dos hijos que son profesionales ,/,/,profesionales,profesional,predicative,/,son,ser,CART22_10,5,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,la_DET_el doctora_NOUN_doctora Doris_PROPN_Doris también_ADV_también que_SCONJ_que son_AUX_ser profesional_ADJ_profesional _PUNCT_,la doctora Doris también que son profesional ,/,/,profesional,profesional,predicative,/,son,ser,CART22_11,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Bueno_ADJ_bueno hasta_ADP_hasta el_DET_el momento_NOUN_momento _PUNCT_,Bueno hasta el momento ,/,/,Bueno,bueno,ambiguous,/,/,/,CART22_12,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,de_ADP_de seguridad_NOUN_seguridad esto_PRON_este está_AUX_estar quieto_ADJ_quieto _PUNCT_,de seguridad esto está quieto ,/,/,quieto,quieto,predicative,/,está,estar,CART22_13,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,porque_SCONJ_porque al_ADP_al momento_NOUN_momento estaba_AUX_estar un_DET_uno poquito_ADJ_poquito _PUNCT_,porque al momento estaba un poquito ,/,/,poquito,poquito,predicative,/,estaba,estar,CART22_14,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,se_PRON_él ha_AUX_haber eso_PRON_ese es_AUX_ser lo_PRON_él normal_ADJ_normal como_SCONJ_como en_ADP_en todo_DET_todo barrio_NOUN_barrio ._PUNCT_.,se ha eso es lo normal como en todo barrio .,/,/,normal,normal,predicative,/,es,ser,CART22_15,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,pero_CCONJ_pero hasta_ADP_hasta el_DET_el momento_NOUN_momento este_PRON_este es_AUX_ser un_DET_uno barrio_NOUN_barrio sano_ADJ_sano ._PUNCT_.,pero hasta el momento este es un barrio sano .,/,/,sano,sano,attributive,barrio,es,ser,CART22_16,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,lo_PRON_él normal_ADJ_normal ._PUNCT_.,lo normal .,/,/,normal,normal,ambiguous,/,/,/,CART22_17,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,la_DET_el ver_VERB_ver verdad_NOUN_verdad que_SCONJ_que maldades_NOUN_maldad no_ADV_no he_AUX_haber tenido_VERB_tener la_DET_el única_ADJ_único experiencia_NOUN_experiencia era_AUX_ser que_SCONJ_que como_SCONJ_como yo_PRON_yo le_PRON_él tapaba_VERB_tapar mucho_ADV_mucho a_ADP_a mi_DET_mi hermano_NOUN_hermano y_CCONJ_y me_PRON_yo llevaba_VERB_llevar unas_DET_uno limpias_NOUN_limpia ._PUNCT_.,la ver verdad que maldades no he tenido la única experiencia era que como yo le tapaba mucho a mi hermano y me llevaba unas limpias .,/,/,única,único,attributive,experiencia,tenido,tener,CART22_18,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,porque_SCONJ_porque mi_DET_mi hermano_NOUN_hermano era_AUX_ser peleonero_ADJ_peleonero ._PUNCT_.,porque mi hermano era peleonero .,/,/,peleonero,peleonero,predicative,/,era,ser,CART22_19,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bueno_ADJ_bueno _PUNCT_,bueno ,/,/,bueno,bueno,ambiguous,/,/,/,CART22_20,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"""_PUNCT_"" y_CCONJ_y ahí_ADV_ahí mismo_ADJ_mismo me_PRON_yo metió_VERB_meter una_DET_uno cachetada_NOUN_cachetada y_CCONJ_y después_ADV_después una_DET_uno limpia_ADJ_limpio _PUNCT_",""" y ahí mismo me metió una cachetada y después una limpia ",/,/,mismo,mismo,ambiguous,/,metió,meter,CART22_21,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"""_PUNCT_"" y_CCONJ_y ahí_ADV_ahí mismo_ADJ_mismo me_PRON_yo metió_VERB_meter una_DET_uno cachetada_NOUN_cachetada y_CCONJ_y después_ADV_después una_DET_uno limpia_ADJ_limpio _PUNCT_",""" y ahí mismo me metió una cachetada y después una limpia ",/,/,limpia,limpio,predicative,/,metió,meter,CART22_22,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Bueno_ADJ_bueno al_ADP_al principio_NOUN_principio _PUNCT_,Bueno al principio ,/,/,Bueno,bueno,ambiguous,/,/,/,CART22_23,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,nos_PRON_yo conocimos_VERB_conocer fue_AUX_ser en_ADP_en un_DET_uno barrio_NOUN_barrio dizque_ADJ_dizque Los_DET_el Comuneros_PROPN_Comuneros _PUNCT_,nos conocimos fue en un barrio dizque Los Comuneros ,/,/,dizque,dizque,attributive,barrio,fue,ser,CART22_24,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,entonces_ADV_entonces él_PRON_él estaba_AUX_estar recién_ADV_recién retirado_ADJ_retirado de_ADP_de la_DET_el iglesia_NOUN_iglesia y_CCONJ_y yo_PRON_yo también_ADV_también _PUNCT_,entonces él estaba recién retirado de la iglesia y yo también ,/,/,retirado,retirado,predicative,/,estaba,estar,CART22_25,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,y_CCONJ_y lo_PRON_él primero_ADJ_primero que_PRON_que hizo_VERB_hacer fue_AUX_ser echarme_VERB_echar yo el_DET_el brazo_NOUN_brazo y_CCONJ_y yo_PRON_yo le_PRON_él dije_VERB_decir hazme_VERB_hazme el_DET_el favor_NOUN_favor que_PRON_que yo_PRON_yo no_ADV_no soy_AUX_ser plato_NOUN_plato de_ADP_de ._PUNCT_.,y lo primero que hizo fue echarme yo el brazo y yo le dije hazme el favor que yo no soy plato de .,/,/,primero,primero,ambiguous,/,hizo,hacer,CART22_26,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,El_DET_el hombre_NOUN_hombre insistente_ADJ_insistente que_SCONJ_que que_SCONJ_que caí_VERB_caer ._PUNCT_.,El hombre insistente que que caí .,/,/,insistente,insistente,ambiguous,/,caí,caer,CART22_27,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,yo_PRON_yo estaba_AUX_estar asistiendo_VERB_asistir a_ADP_a una_DET_uno que_PRON_que queda_VERB_quedar en_ADP_en el_DET_el Callejón_PROPN_Callejón de_ADP_de Mesa_PROPN_Mesa que_PRON_que se_PRON_él llama_VERB_llamar cristiano_ADJ_cristiano ¿_PUNCT_¿ esa_DET_ese cómo_PRON_cómo se_PRON_él llama_VERB_llamar ?_PUNCT_?,yo estaba asistiendo a una que queda en el Callejón de Mesa que se llama cristiano ¿ esa cómo se llama ?,/,/,cristiano,cristiano,ambiguous,/,llama,llamar,CART22_28,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,es_AUX_ser evangélica_ADJ_evangélico ._PUNCT_.,es evangélica .,/,/,evangélica,evangélico,predicative,/,es,ser,CART22_29,5,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,llevaban_VERB_llevar a_ADP_a fincas_NOUN_finca yeso_ADJ_yeso ¿_PUNCT_¿ ya?y_PROPN_ya?y a_ADP_a mí_PRON_yo me_PRON_yo gustaba_VERB_gustar _PUNCT_,llevaban a fincas yeso ¿ ya?y a mí me gustaba ,/,/,yeso,yeso,attributive,fincas,llevaban,llevar,CART22_30,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,muy_ADV_mucho machista_ADJ_machista ._PUNCT_.,muy machista .,muy,/,machista,machisto,ambiguous,/,/,/,CART22_31,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,entonces_ADV_entonces como_SCONJ_como yo_PRON_yo soy_AUX_ser la_DET_el única_ADJ_único hembra_NOUN_hembra _PUNCT_,entonces como yo soy la única hembra ,/,/,única,único,attributive,hembra,soy,ser,CART22_32,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,me_PRON_yo tenían_VERB_tener a_ADP_a mí_PRON_yo atrincada_ADJ_atrincado ._PUNCT_.,me tenían a mí atrincada .,/,/,atrincada,atrincado,ambiguous,/,tenían,tener,CART22_33,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,decían_VERB_decir que_SCONJ_que no_ADV_no que_SCONJ_que era_AUX_ser capricho_ADJ_capricho mío_PRON_mío y_CCONJ_y _PUNCT_,decían que no que era capricho mío y ,/,/,capricho,capricho,predicative,/,era,ser,CART22_34,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,y_CCONJ_y como_SCONJ_como era_AUX_ser negrito_ADJ_negrito ._PUNCT_.,y como era negrito .,/,/,negrito,negrito,predicative,/,era,ser,CART22_35,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bueno_ADJ_bueno eso_PRON_ese fue_AUX_ser una_DET_uno experiencia_NOUN_experiencia bonita_ADJ_bonito que_PRON_que pasé_VERB_pasar _PUNCT_,bueno eso fue una experiencia bonita que pasé ,/,/,bueno,bueno,ambiguous,/,fue,ser,CART22_36,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bueno_ADJ_bueno eso_PRON_ese fue_AUX_ser una_DET_uno experiencia_NOUN_experiencia bonita_ADJ_bonito que_PRON_que pasé_VERB_pasar _PUNCT_,bueno eso fue una experiencia bonita que pasé ,/,/,bonita,bonito,attributive,experiencia,pasé,pasar,CART22_37,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"la_DET_el señora_NOUN_señora Tomasa_PROPN_Tomasa me_PRON_yo dice_VERB_decir ""_PUNCT_"" tú_PRON_tú de_ADP_de aquí_ADV_aquí no_ADV_no sales_VERB_salir sino_CCONJ_sino casada_ADJ_casado _PUNCT_","la señora Tomasa me dice "" tú de aquí no sales sino casada ",/,/,casada,casado,predicative,/,sales,salir,CART22_38,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"bueno_ADJ_bueno listo_ADJ_listo ""_PUNCT_"" _PUNCT_","bueno listo "" ",/,/,bueno,bueno,ambiguous,/,/,/,CART22_39,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"bueno_ADJ_bueno listo_ADJ_listo ""_PUNCT_"" _PUNCT_","bueno listo "" ",/,/,listo,listo,ambiguous,/,/,/,CART22_40,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,yo_PRON_yo estaba_AUX_estar estudiando_VERB_estudiar estaba_AUX_estar haciendo_VERB_hacer sexto_ADJ_sexto de_ADP_de bachillerato_NOUN_bachillerato _PUNCT_,yo estaba estudiando estaba haciendo sexto de bachillerato ,/,/,sexto,sexto,predicative,/,haciendo,hacer,CART22_41,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"porque_SCONJ_porque yo_PRON_yo le_PRON_él dije_VERB_decir ""_PUNCT_"" bueno_ADJ_bueno vamos_AUX_ir a_ADP_a _PUNCT_","porque yo le dije "" bueno vamos a ",/,/,bueno,bueno,ambiguous,/,dije,decir,CART22_42,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"sí_INTJ_sí porque_SCONJ_porque nosotros_PRON_yo conversamos_VERB_conversar y_CCONJ_y yo_PRON_yo le_PRON_él dije_VERB_decir ""_PUNCT_"" no_ADV_no de_ADP_de casarme_VERB_casar yo así_ADV_así no_ADV_no ""_PUNCT_"" porque_SCONJ_porque mi_DET_mi mamá_NOUN_mamá decía_VERB_decir ""_PUNCT_"" bueno_ADJ_bueno entonces_ADV_entonces se_PRON_él casan_VERB_casar ""_PUNCT_"" _PUNCT_","sí porque nosotros conversamos y yo le dije "" no de casarme yo así no "" porque mi mamá decía "" bueno entonces se casan "" ",/,/,bueno,bueno,ambiguous,/,decía,decir,CART22_43,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,porque_SCONJ_porque por_ADP_por lo_PRON_él menos_ADV_menos cuando_SCONJ_cuando uno_PRON_uno todavía_ADV_todavía es_AUX_ser y_CCONJ_y yo_PRON_yo tengo_VERB_tener ya_ADV_ya veintiún_ADJ_veintiún _PUNCT_,porque por lo menos cuando uno todavía es y yo tengo ya veintiún ,/,/,veintiún,veintiún,ambiguous,/,tengo,tener,CART22_44,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,yo_PRON_yo tengo_VERB_tener primero_ADJ_primero que_SCONJ_que experimentarlo_VERB_experimentar él para_ADP_para ver_VERB_ver si_SCONJ_si me_PRON_yo va_VERB_ir bien_ADV_bien _PUNCT_,yo tengo primero que experimentarlo él para ver si me va bien ,/,/,primero,primero,ambiguous,/,tengo,tener,CART22_45,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bueno_ADJ_bueno listo_ADJ_listo _PUNCT_,bueno listo ,/,/,bueno,bueno,ambiguous,/,/,/,CART22_46,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,bueno_ADJ_bueno listo_ADJ_listo _PUNCT_,bueno listo ,/,/,listo,listo,ambiguous,/,/,/,CART22_47,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,siempre_ADV_siempre ha_AUX_haber sido_AUX_ser un_DET_uno barrio_NOUN_barrio alegre_ADJ_alegre _PUNCT_,siempre ha sido un barrio alegre ,/,/,alegre,alegre,attributive,barrio,sido,ser,CART22_48,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,lo_PRON_él normal_ADJ_normal _PUNCT_,lo normal ,/,/,normal,normal,ambiguous,/,/,/,CART22_49,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,aquí_ADV_aquí en_ADP_en el_DET_el Nuevo_ADJ_nuevo Bosque_PROPN_Bosque es_AUX_ser mil_NUM_mil veces_NOUN_vez,aquí en el Nuevo Bosque es mil veces,/,/,Nuevo,nuevo,ambiguous,/,es,ser,CART22_50,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,mejor_ADJ_mejor que_SCONJ_que Lo_PRON_él amador_NOUN_amador ._PUNCT_.,mejor que Lo amador .,/,/,mejor,mejor,ambiguous,/,/,/,CART22_51,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,que_PRON_que como_SCONJ_como vuelve_VERB_volver y_CCONJ_y te_PRON_tú digo_VERB_decir hay_AUX_haber pandillitas_ADJ_pandillita _PUNCT_,que como vuelve y te digo hay pandillitas ,/,/,pandillitas,pandillito,ambiguous,/,hay,haber,CART22_52,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,en_ADP_en cambio_NOUN_cambio aquí_ADV_aquí en_ADP_en el_DET_el Nuevo_ADJ_nuevo Bosque_PROPN_Bosque no_ADV_no hay_AUX_haber pandillitas_ADJ_pandillita _PUNCT_,en cambio aquí en el Nuevo Bosque no hay pandillitas ,/,/,Nuevo,nuevo,ambiguous,/,hay,haber,CART22_53,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,en_ADP_en cambio_NOUN_cambio aquí_ADV_aquí en_ADP_en el_DET_el Nuevo_ADJ_nuevo Bosque_PROPN_Bosque no_ADV_no hay_AUX_haber pandillitas_ADJ_pandillita _PUNCT_,en cambio aquí en el Nuevo Bosque no hay pandillitas ,/,/,pandillitas,pandillito,ambiguous,/,hay,haber,CART22_54,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,como_SCONJ_como no_ADV_no se_PRON_él gustan_VERB_gustar y_CCONJ_y Lo_PRON_él amador_NOUN_amador que_PRON_que hay_AUX_haber tres_NUM_tres pandillitas_ADJ_pandillita entonces_ADV_entonces _PUNCT_,como no se gustan y Lo amador que hay tres pandillitas entonces ,/,/,pandillitas,pandillito,predicative,/,hay,haber,CART22_55,4,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,él_PRON_él está_AUX_estar estudiando_VERB_estudiar matemáticas_ADJ_matemático ._PUNCT_.,él está estudiando matemáticas .,/,/,matemáticas,matemático,predicative,/,estudiando,estudiar,CART22_56,5,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,el_DET_el mayor_ADJ_mayor es_AUX_ser callado_ADJ_callado _PUNCT_,el mayor es callado ,/,/,mayor,mayor,ambiguous,/,es,ser,CART22_57,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,el_DET_el mayor_ADJ_mayor es_AUX_ser callado_ADJ_callado _PUNCT_,el mayor es callado ,/,/,callado,callado,predicative,/,es,ser,CART22_58,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Leidis_PROPN_Leidis tranquila_ADJ_tranquilo _PUNCT_,Leidis tranquila ,/,/,tranquila,tranquilo,ambiguous,/,/,/,CART22_59,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,o_CCONJ_o sea_NOUN_sea porque_SCONJ_porque yo_PRON_yo siempre_ADV_siempre estoy_AUX_estar pendiente_ADJ_pendiente _PUNCT_,o sea porque yo siempre estoy pendiente ,/,/,pendiente,pendiente,predicative,/,estoy,estar,CART22_60,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,lo_PRON_él mismo_PRON_mismo también_ADV_también es_AUX_ser con_ADP_con el_DET_el último_ADJ_último _PUNCT_,lo mismo también es con el último ,/,/,último,último,ambiguous,/,es,ser,CART22_61,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,el_DET_el último_ADJ_último _PUNCT_,el último ,/,/,último,último,ambiguous,/,/,/,CART22_62,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,tranquila_ADJ_tranquilo que_SCONJ_que yo_PRON_yo todo_PRON_todo bien_ADV_bien _PUNCT_,tranquila que yo todo bien ,/,/,tranquila,tranquilo,ambiguous,/,/,/,CART22_63,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,"tranquila_ADJ_tranquilo ""_PUNCT_"" me_PRON_yo presentan_VERB_presentar y_CCONJ_y que_SCONJ_que ellos_PRON_él pasan_VERB_pasar ._PUNCT_.","tranquila "" me presentan y que ellos pasan .",/,/,tranquila,tranquilo,ambiguous,/,presentan,presentar,CART22_64,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,eso_PRON_ese sí_INTJ_sí bueno_ADJ_bueno _PUNCT_,eso sí bueno ,/,/,bueno,bueno,predicative,/,/,/,CART22_65,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,el_DET_el mayor_ADJ_mayor tuvo_VERB_tener novia_NOUN_novia y_CCONJ_y ya_ADV_ya se_PRON_él dejó_VERB_dejar con_ADP_con la_DET_el novia_NOUN_novia _PUNCT_,el mayor tuvo novia y ya se dejó con la novia ,/,/,mayor,mayor,ambiguous,/,tuvo,tener,CART22_66,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,el_DET_el segundo_ADJ_segundo sí_INTJ_sí tiene_VERB_tener su_DET_su novia_NOUN_novia y_CCONJ_y ese_DET_ese sí_INTJ_sí no_ADV_no se_PRON_él deja_VERB_dejar con_ADP_con la_DET_el novia_NOUN_novia _PUNCT_,el segundo sí tiene su novia y ese sí no se deja con la novia ,/,/,segundo,segundo,ambiguous,/,tiene,tener,CART22_67,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,está_AUX_estar más_ADV_más tragado_ADJ_tragado que_SCONJ_que quien_PRON_quien sabe_VERB_saber ._PUNCT_.,está más tragado que quien sabe .,/,/,tragado,tragado,predicative,/,está,estar,CART22_68,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,Y_CCONJ_y el_DET_el último_ADJ_último también_ADV_también tiene_VERB_tener una_DET_uno noviecita_NOUN_noviecita _PUNCT_,Y el último también tiene una noviecita ,/,/,último,último,ambiguous,/,tiene,tener,CART22_69,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,El_DET_el que_PRON_que se_PRON_él parece_VERB_parecer más_ADV_más al_ADP_al papá_NOUN_papá es_AUX_ser el_DET_el mayor_ADJ_mayor ._PUNCT_.,El que se parece más al papá es el mayor .,/,/,mayor,mayor,predicative,/,es,ser,CART22_70,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,En_ADP_en actitudes_NOUN_actitud y_CCONJ_y todo_DET_todo físico_ADJ_físico ._PUNCT_.,En actitudes y todo físico .,/,/,físico,físico,ambiguous,/,/,/,CART22_71,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,que_SCONJ_que como_SCONJ_como uno_PRON_uno dice_VERB_decir acá_ADV_acá que_SCONJ_que son_AUX_ser fregones_ADJ_fregón pero_CCONJ_pero no_ADV_no es_AUX_ser que_SCONJ_que son_AUX_ser fregones_ADJ_fregón sino_CCONJ_sino que_SCONJ_que el_DET_el modo_NOUN_modo de_ADP_de ser_AUX_ser de_ADP_de ellos_PRON_él _PUNCT_,que como uno dice acá que son fregones pero no es que son fregones sino que el modo de ser de ellos ,/,/,fregones,fregón,predicative,/,son,ser,CART22_72,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,que_SCONJ_que como_SCONJ_como uno_PRON_uno dice_VERB_decir acá_ADV_acá que_SCONJ_que son_AUX_ser fregones_ADJ_fregón pero_CCONJ_pero no_ADV_no es_AUX_ser que_SCONJ_que son_AUX_ser fregones_ADJ_fregón sino_CCONJ_sino que_SCONJ_que el_DET_el modo_NOUN_modo de_ADP_de ser_AUX_ser de_ADP_de ellos_PRON_él _PUNCT_,que como uno dice acá que son fregones pero no es que son fregones sino que el modo de ser de ellos ,/,/,fregones,fregón,predicative,/,son,ser,CART22_73,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,muy_ADV_mucho recto_ADJ_recto _PUNCT_,muy recto ,muy,/,recto,recto,ambiguous,/,/,/,CART22_74,2,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,muy_ADV_mucho correcto_ADJ_correcto,muy correcto,muy,/,correcto,correcto,ambiguous,/,/,/,CART22_75,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,esos_PRON_ese son_AUX_ser cristianos_ADJ_cristiano ._PUNCT_.,esos son cristianos .,/,/,cristianos,cristiano,predicative,/,son,ser,CART22_76,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,son_AUX_ser cristianos_ADJ_cristiano ._PUNCT_.,son cristianos .,/,/,cristianos,cristiano,predicative,/,son,ser,CART22_77,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,En_ADP_en el_DET_el evangélico_NOUN_evangélico acá_ADV_acá la_DET_el única_ADJ_único diferencia_NOUN_diferencia es_AUX_ser que_SCONJ_que uno_PRON_uno en_ADP_en,En el evangélico acá la única diferencia es que uno en,/,/,única,único,attributive,diferencia,es,ser,CART22_78,3,42,mujer,2009,1967,medio,2,Ama de Casa
CART22,la_DET_el única_ADJ_único diferencia_NOUN_diferencia es_AUX_ser que_SCONJ_que uno_PRON_uno no_ADV_no se_PRON_él persigna_VERB_persignar _PUNCT_,la única diferencia es que uno no se persigna ,/,/,única,único,attributive,diferencia,es,ser,CART22_79,3,42,mujer,2009,1967,medio,2,Ama de Casa
