Speaker,Phr_tagged,Phr,Int,Double,Adj,Lex_Adj,Adj_type,Noun,Verb,Inf_Verb,Number,Syllable,Age,Gender,Transcript_date,Birth_year,Edu,Generation,Job
CART29,Esto_PRON_este era_AUX_ser puro_ADJ_puro barro_NOUN_barro ._PUNCT_.,Esto era puro barro .,/,/,puro,puro,attributive,barro,era,ser,CART29_22,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Porque_SCONJ_porque es_AUX_ser más_ADV_más cómodo_ADJ_cómodo y_CCONJ_y me_PRON_yo trae_VERB_traer pues_SCONJ_pues recuerdos_NOUN_recuerdo y_CCONJ_y tal_PRON_tal _PUNCT_,Porque es más cómodo y me trae pues recuerdos y tal ,/,/,cómodo,cómodo,predicative,/,es,ser,CART29_23,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,en_ADP_en haciendo_VERB_hacer elemental_ADJ_elemental ._PUNCT_.,en haciendo elemental .,/,/,elemental,elemental,ambiguous,/,haciendo,hacer,CART29_24,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,bueno_ADJ_bueno pero_CCONJ_pero trabajé_VERB_trabajé en_ADP_en la_DET_el empresa_NOUN_empresa de_ADP_de Abocol_PROPN_Abocol ._PUNCT_.,bueno pero trabajé en la empresa de Abocol .,/,/,bueno,bueno,ambiguous,/,trabajé,trabajé,CART29_25,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,No_ADV_no fijo_ADJ_fijo _PUNCT_,No fijo ,/,/,fijo,fijo,ambiguous,/,/,/,CART29_26,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Es_AUX_ser difícil_ADJ_difícil buscar_VERB_buscar un_DET_uno carpintero_NOUN_carpintero para_ADP_para que_SCONJ_que haga_VERB_hacer ._PUNCT_.,Es difícil buscar un carpintero para que haga .,/,/,difícil,difícil,predicative,/,Es,ser,CART29_27,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,no_ADV_no había_AUX_haber universidades_NOUN_universidad libres_ADJ_libre _PUNCT_,no había universidades libres ,/,/,libres,libre,attributive,universidades,había,haber,CART29_28,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Dos_NUM_dos hijos_NOUN_hijo contadores_ADJ_contador ._PUNCT_.,Dos hijos contadores .,/,/,contadores,contador,attributive,hijos,/,/,CART29_29,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Dos_NUM_dos hijos_NOUN_hijo contadores_ADJ_contador y_CCONJ_y el_DET_el otro_DET_otro varón_NOUN_varón _PUNCT_,Dos hijos contadores y el otro varón ,/,/,contadores,contador,attributive,hijos,/,/,CART29_30,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y tenía_VERB_tener que_SCONJ_que ir_VERB_ir acompañado_ADJ_acompañado de_ADP_de _PUNCT_,y tenía que ir acompañado de ,/,/,acompañado,acompañado,ambiguous,/,ir,ir,CART29_31,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Por_ADP_por intermedio_NOUN_intermedio de_ADP_de un_DET_uno hermano_NOUN_hermano mío_DET_mío que_PRON_que era_AUX_ser capataz_NOUN_capataz y_CCONJ_y me_PRON_yo metí_VERB_meter así_ADV_así a_ADP_a corto_ADJ_corto plaso_NOUN_plaso y_CCONJ_y _PUNCT_,Por intermedio de un hermano mío que era capataz y me metí así a corto plaso y ,/,/,corto,corto,attributive,plaso,metí,meter,CART29_32,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,"""_PUNCT_"" ñata_NOUN_ñata expreso_ADJ_expreso ""_PUNCT_"" que_PRON_que llaman_VERB_llamar a_ADP_a eso_PRON_ese ._PUNCT_.",""" ñata expreso "" que llaman a eso .",/,/,expreso,expreso,attributive,ñata,llaman,llamar,CART29_33,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,en_ADP_en Aero_PROPN_Aero expreso_ADJ_expreso eran_AUX_ser paquetes_NOUN_paquete _PUNCT_,en Aero expreso eran paquetes ,/,/,expreso,expreso,ambiguous,/,eran,ser,CART29_34,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,pesados_ADJ_pesado y_CCONJ_y de_ADP_de acuerdo_NOUN_acuerdo al_DET_al peso_NOUN_peso tú_PRON_tú pagabas_VERB_pagabas la_DET_el tarifa_NOUN_tarifa ._PUNCT_.,pesados y de acuerdo al peso tú pagabas la tarifa .,/,/,pesados,pesado,ambiguous,/,pagabas,pagabas,CART29_35,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,la_DET_el empresa_NOUN_empresa de_ADP_de aquí_ADV_aquí transportadora_ADJ_transportadoro llevaban_VERB_llevar el_DET_el cargamento_NOUN_cargamento de_ADP_de wisky_PROPN_wisky _PUNCT_,la empresa de aquí transportadora llevaban el cargamento de wisky ,/,/,transportadora,transportadoro,ambiguous,/,llevaban,llevar,CART29_36,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Entonces_ADV_entonces cuando_SCONJ_cuando era_AUX_ser muy_ADV_mucho delicado_ADJ_delicado así_ADV_así _PUNCT_,Entonces cuando era muy delicado así ,muy,/,delicado,delicado,predicative,/,era,ser,CART29_37,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y a_ADP_a ver_VERB_ver si_SCONJ_si estaba_AUX_estar confirmado_ADJ_confirmado o_CCONJ_o estaba_AUX_estar en_ADP_en blanco_ADJ_blanco y_CCONJ_y estaba_AUX_estar haciendo_VERB_hacer fila_NOUN_fila ahí_ADV_ahí ._PUNCT_.,y a ver si estaba confirmado o estaba en blanco y estaba haciendo fila ahí .,/,/,confirmado,confirmado,predicative,/,estaba,estar,CART29_38,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y a_ADP_a ver_VERB_ver si_SCONJ_si estaba_AUX_estar confirmado_ADJ_confirmado o_CCONJ_o estaba_AUX_estar en_ADP_en blanco_ADJ_blanco y_CCONJ_y estaba_AUX_estar haciendo_VERB_hacer fila_NOUN_fila ahí_ADV_ahí ._PUNCT_.,y a ver si estaba confirmado o estaba en blanco y estaba haciendo fila ahí .,/,/,blanco,blanco,predicative,/,estaba,estar,CART29_39,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,entonces_ADV_entonces lo_PRON_él compraba_VERB_comprar abierto_ADJ_abierto sin_ADP_sin sell_PROPN_sell sellar_VERB_sellar entonces_ADV_entonces _PUNCT_,entonces lo compraba abierto sin sell sellar entonces ,/,/,abierto,abierto,ambiguous,/,compraba,comprar,CART29_40,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,a_ADP_a última_ADJ_último hora_NOUN_hora no_ADV_no viajaba_VERB_viajar o_CCONJ_o no_ADV_no se_PRON_él presentó_VERB_presentar y_CCONJ_y le_PRON_él daban_VERB_dar el_DET_el cupo_NOUN_cupo a_ADP_a usted_PRON_usted ._PUNCT_.,a última hora no viajaba o no se presentó y le daban el cupo a usted .,/,/,última,último,attributive,hora,viajaba,viajar,CART29_41,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,condicional_ADJ_condicional _PUNCT_,condicional ,/,/,condicional,condicional,ambiguous,/,/,/,CART29_42,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,bueno_ADJ_bueno _PUNCT_,bueno ,/,/,bueno,bueno,ambiguous,/,/,/,CART29_43,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,bodegas_NOUN_bodega donde_PRON_donde a_ADP_a veces_NOUN_veces el_DET_el tren_NOUN_tren tenía_VERB_tener línea_NOUN_línea férrea_ADJ_férreo _PUNCT_,bodegas donde a veces el tren tenía línea férrea ,/,/,férrea,férreo,attributive,línea,tenía,tener,CART29_44,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,tenía_VERB_tener vista_ADJ_visto hacia_ADP_hacia _PUNCT_,tenía vista hacia ,/,/,vista,visto,ambiguous,/,tenía,tener,CART29_45,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,esas_DET_ese veleras_NOUN_velera pequeñas_ADJ_pequeño se_PRON_él bajaban_VERB_bajar ahí_ADV_ahí ._PUNCT_.,esas veleras pequeñas se bajaban ahí .,/,/,pequeñas,pequeño,attributive,veleras,bajaban,bajar,CART29_46,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Difícil_ADJ_difícil ._PUNCT_.,Difícil .,/,/,Difícil,difícil,ambiguous,/,/,/,CART29_47,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Difícil_ADJ_difícil porque_SCONJ_porque uno_PRON_uno como_SCONJ_como un_DET_uno animal_NOUN_animal se_PRON_él acostumbra_VERB_acostumbrar a_ADP_a dormir_VERB_dormir ahí_ADV_ahí y_CCONJ_y ahí_ADV_ahí se_PRON_él queda_VERB_quedar ._PUNCT_.,Difícil porque uno como un animal se acostumbra a dormir ahí y ahí se queda .,/,/,Difícil,difícil,ambiguous,/,acostumbra,acostumbrar,CART29_48,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,uno_PRON_uno es_AUX_ser unanimal_ADJ_unanimal de_ADP_de costumbre_NOUN_costumbre ._PUNCT_.,uno es unanimal de costumbre .,/,/,unanimal,unanimal,predicative,/,es,ser,CART29_49,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Pero_CCONJ_pero hubiera_AUX_haber sido_AUX_ser más_ADV_más conciso_ADJ_conciso ._PUNCT_.,Pero hubiera sido más conciso .,/,/,conciso,conciso,predicative,/,sido,ser,CART29_50,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,le_PRON_él echo_VERB_echar bollo_NOUN_bollo limpio_ADJ_limpio _PUNCT_,le echo bollo limpio ,/,/,limpio,limpio,attributive,bollo,echo,echar,CART29_51,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,eléctrico_ADJ_eléctrico _PUNCT_,eléctrico ,/,/,eléctrico,eléctrico,ambiguous,/,/,/,CART29_52,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Vaporizadora_ADJ_vaporizadoro ._PUNCT_.,Vaporizadora .,/,/,Vaporizadora,vaporizadoro,ambiguous,/,/,/,CART29_53,6,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Una_DET_uno vaporizadora_ADJ_vaporizadoro _PUNCT_,Una vaporizadora ,/,/,vaporizadora,vaporizadoro,ambiguous,/,/,/,CART29_54,6,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,buenos_ADJ_buen días_NOUN_día '_SYM_' �_ADJ_�,buenos días ' �,/,/,buenos,bueno,attributive,días,/,/,CART29_55,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Alejado_ADJ_alejado un_DET_uno poquito_ADJ_poquito por_ADP_por el_DET_el estado_NOUN_estado económico_ADJ_económico ¿_PUNCT_¿ no_ADV_no ?_PUNCT_?,Alejado un poquito por el estado económico ¿ no ?,/,/,Alejado,alejado,ambiguous,/,/,/,CART29_56,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Alejado_ADJ_alejado un_DET_uno poquito_ADJ_poquito por_ADP_por el_DET_el estado_NOUN_estado económico_ADJ_económico ¿_PUNCT_¿ no_ADV_no ?_PUNCT_?,Alejado un poquito por el estado económico ¿ no ?,/,/,poquito,poquito,ambiguous,/,/,/,CART29_57,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Alejado_ADJ_alejado un_DET_uno poquito_ADJ_poquito por_ADP_por el_DET_el estado_NOUN_estado económico_ADJ_económico ¿_PUNCT_¿ no_ADV_no ?_PUNCT_?,Alejado un poquito por el estado económico ¿ no ?,/,/,económico,económico,attributive,estado,/,/,CART29_58,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,porque_SCONJ_porque cuando_SCONJ_cuando era_AUX_ser joven_ADJ_joven sí_PRON_él _PUNCT_,porque cuando era joven sí ,/,/,joven,joven,predicative,/,era,ser,CART29_59,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,ella_PRON_él me_PRON_yo conoció_VERB_conocer a_ADP_a mí_PRON_yo fue_AUX_ser borracho_ADJ_borracho ._PUNCT_.,ella me conoció a mí fue borracho .,/,/,borracho,borracho,predicative,/,fue,ser,CART29_60,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Cielo_PROPN_Cielo raso_ADJ_raso _PUNCT_,Cielo raso ,/,/,raso,raso,ambiguous,/,/,/,CART29_61,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,el_DET_el cielo_NOUN_cielo raso_ADJ_raso lo_PRON_él hice_VERB_hacer yo_PRON_yo _PUNCT_,el cielo raso lo hice yo ,/,/,raso,raso,attributive,cielo,hice,hacer,CART29_62,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Yo_PRON_yo no_ADV_no voy_AUX_ir a_ADP_a sentarme_VERB_sentar yo todo_DET_todo el_DET_el día_NOUN_día a_ADP_a ver_VERB_ver la_DET_el novela_NOUN_novela ahí_ADV_ahí sentado_ADJ_sentado _PUNCT_,Yo no voy a sentarme yo todo el día a ver la novela ahí sentado ,/,/,sentado,sentado,ambiguous,/,ver,ver,CART29_63,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Muy_ADV_mucho poco_ADV_poco me_PRON_yo queda_VERB_quedar tiempo_NOUN_tiempo libre_ADJ_libre ._PUNCT_.,Muy poco me queda tiempo libre .,/,/,libre,libre,attributive,tiempo,queda,quedar,CART29_64,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,estoy_AUX_estar inventado_ADJ_inventado ese_DET_ese cabo_NOUN_cabo ahí_ADV_ahí,estoy inventado ese cabo ahí,/,/,inventado,inventado,predicative,/,estoy,estar,CART29_65,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Cuando_SCONJ_cuando estaba_AUX_estar pequeño_ADJ_pequeño _PUNCT_,Cuando estaba pequeño ,/,/,pequeño,pequeño,predicative,/,estaba,estar,CART29_66,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Eso_PRON_ese es_AUX_ser de_ADP_de antaño_ADV_antaño y_CCONJ_y ahí_ADV_ahí están_VERB_estar las_DET_el grandes_ADJ_grande ligas_NOUN_liga ¿_PUNCT_¿ no_ADV_no ?_PUNCT_?,Eso es de antaño y ahí están las grandes ligas ¿ no ?,/,/,grandes,grande,attributive,ligas,están,estar,CART29_67,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,era_AUX_ser que_SCONJ_que anterior_ADJ_anterior novelas_NOUN_novela,era que anterior novelas,/,/,anterior,anterior,attributive,novelas,era,ser,CART29_68,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,muy_ADV_mucho buenas_ADJ_buena _PUNCT_,muy buenas ,muy,/,buenas,bueno,ambiguous,/,/,/,CART29_69,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Ahora_ADV_ahora es_AUX_ser pura_ADJ_puro este_DET_este infidelidad_NOUN_infidelidad de_ADP_de las_DET_el mujeres_NOUN_mujer _PUNCT_,Ahora es pura este infidelidad de las mujeres ,/,/,pura,puro,predicative,/,es,ser,CART29_70,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Muy_ADV_mucho buena_ADJ_buen ._PUNCT_.,Muy buena .,/,/,buena,bueno,ambiguous,/,/,/,CART29_71,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,bueno_ADJ_bueno _PUNCT_,bueno ,/,/,bueno,bueno,ambiguous,/,/,/,CART29_72,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,cosa_NOUN_cosa buena_ADJ_buen ._PUNCT_.,cosa buena .,/,/,buena,bueno,attributive,cosa,/,/,CART29_73,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,esa_DET_ese pregunta_NOUN_pregunta si_SCONJ_si está_AUX_estar como_SCONJ_como bien_ADV_bien difícil_ADJ_difícil ._PUNCT_.,esa pregunta si está como bien difícil .,bien,/,difícil,difícil,ambiguous,/,está,estar,CART29_74,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,ah_NOUN_ah bueno_ADJ_bueno !_PUNCT_!,ah bueno !,/,/,bueno,bueno,attributive,ah,/,/,CART29_75,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Tú_PRON_tú sabes_VERB_saber que_SCONJ_que aficionado_ADJ_aficionado es_AUX_ser la_DET_el persona_NOUN_persona que_PRON_que está_AUX_estar siempre_ADV_siempre,Tú sabes que aficionado es la persona que está siempre,/,/,aficionado,aficionado,predicative,/,sabes,saber,CART29_76,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,estoy_AUX_estar sentado_ADJ_sentado porque_SCONJ_porque estoy_AUX_estar atendiéndolo_VERB_atender él a_ADP_a usted_PRON_usted ahora_ADV_ahora aquí_ADV_aquí ._PUNCT_.,estoy sentado porque estoy atendiéndolo él a usted ahora aquí .,/,/,sentado,sentado,predicative,/,estoy,estar,CART29_77,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,quitarle_VERB_quitar él las_DET_el patas_NOUN_pata esas_ADJ_esa y_CCONJ_y ponerlo_VERB_poner él estilo_NOUN_estilo natural_ADJ_natural ._PUNCT_.,quitarle él las patas esas y ponerlo él estilo natural .,/,/,esas,eso,attributive,patas,ponerlo,poner,CART29_78,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,quitarle_VERB_quitar él las_DET_el patas_NOUN_pata esas_ADJ_esa y_CCONJ_y ponerlo_VERB_poner él estilo_NOUN_estilo natural_ADJ_natural ._PUNCT_.,quitarle él las patas esas y ponerlo él estilo natural .,/,/,natural,natural,attributive,estilo,ponerlo,poner,CART29_79,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Pero_CCONJ_pero es_AUX_ser difícil_ADJ_difícil _PUNCT_,Pero es difícil ,/,/,difícil,difícil,predicative,/,es,ser,CART29_80,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,muy_ADV_mucho raro_ADJ_raro ._PUNCT_.,muy raro .,muy,/,raro,raro,ambiguous,/,/,/,CART29_81,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Es_AUX_ser raro_ADJ_raro que_SCONJ_que una_DET_uno pareja_NOUN_pareja se_PRON_él siente_VERB_sentir a_ADP_a tomar_VERB_tomar _PUNCT_,Es raro que una pareja se siente a tomar ,/,/,raro,raro,predicative,/,Es,ser,CART29_82,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,una_DET_uno familia_NOUN_familia que_PRON_que está_AUX_estar bastante_ADV_bastante mal_ADJ_mal _PUNCT_,una familia que está bastante mal ,bastante,/,mal,malo,predicative,/,está,estar,CART29_83,1,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Aunque_SCONJ_Aunque acá_ADV_acá abajo_ADV_abajo hay_AUX_haber cuartos_NOUN_cuarto desocupados_ADJ_desocupado _PUNCT_,Aunque acá abajo hay cuartos desocupados ,/,/,desocupados,desocupado,attributive,cuartos,hay,haber,CART29_84,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,la_DET_el comodidad_NOUN_comodidad de_ADP_de una_DET_uno vecina_NOUN_vecina que_PRON_que está_AUX_estar viviendo_VERB_vivir también_ADV_también y_CCONJ_y basado_ADJ_basado en_ADP_en eso_PRON_ese _PUNCT_,la comodidad de una vecina que está viviendo también y basado en eso ,/,/,basado,basado,ambiguous,/,viviendo,vivir,CART29_85,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,porque_SCONJ_porque muchos_DET_mucho millonarios_ADJ_millonario que_PRON_que no_ADV_no tienen_VERB_tener salud_NOUN_salud ._PUNCT_.,porque muchos millonarios que no tienen salud .,/,/,millonarios,millonario,ambiguous,/,tienen,tener,CART29_86,4,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Así_ADV_así pobre_ADJ_pobre como_SCONJ_como estoy_AUX_estar y_CCONJ_y feliz_ADJ_feliz _PUNCT_,Así pobre como estoy y feliz ,/,/,pobre,pobre,ambiguous,/,estoy,estar,CART29_87,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,bueno_ADJ_bueno _PUNCT_,bueno ,/,/,bueno,bueno,ambiguous,/,/,/,CART29_88,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Una_DET_uno sola_ADJ_solo agua_NOUN_agua _PUNCT_,Una sola agua ,/,/,sola,solo,attributive,agua,/,/,CART29_89,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Vivía_VERB_vivir junto_ADJ_junto a_ADP_a mi_DET_mi mamá_NOUN_mamá _PUNCT_,Vivía junto a mi mamá ,/,/,junto,junto,ambiguous,/,Vivía,vivir,CART29_90,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,había_AUX_haber un_DET_uno solo_ADJ_solo cuarto_NOUN_cuarto _PUNCT_,había un solo cuarto ,/,/,solo,solo,attributive,cuarto,había,haber,CART29_91,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,pequeño_ADJ_pequeño todavía_ADV_todavía _PUNCT_,pequeño todavía ,/,/,pequeño,pequeño,ambiguous,/,/,/,CART29_92,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y al_ADP_al poco_PRON_poco rat_NOUN_rat rato_NOUN_rato ¿_PUNCT_¿ usted_PRON_usted no_ADV_no conoce_VERB_conocer las_DET_el camas_NOUN_cama esas_ADJ_esa de_ADP_de _PUNCT_,y al poco rat rato ¿ usted no conoce las camas esas de ,/,/,esas,eso,attributive,camas,conoce,conocer,CART29_93,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,No_ADV_no habían_AUX_haber esas_DET_ese camas_NOUN_cama de_ADP_de ahora_ADV_ahora laureadas_ADJ_laureada _PUNCT_,No habían esas camas de ahora laureadas ,/,/,laureadas,laureado,ambiguous,/,habían,haber,CART29_94,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,pura_ADJ_puro lona_NOUN_lona _PUNCT_,pura lona ,/,/,pura,puro,attributive,lona,/,/,CART29_95,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y se_PRON_él pone_VERB_poner bueno_ADJ_bueno _PUNCT_,y se pone bueno ,/,/,bueno,bueno,ambiguous,/,pone,poner,CART29_96,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,pero_CCONJ_pero mi_DET_mi mamá_NOUN_mamá estaba_AUX_estar viva_ADJ_vivo _PUNCT_,pero mi mamá estaba viva ,/,/,viva,vivo,predicative,/,estaba,estar,CART29_97,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Y_CCONJ_y el_DET_el cuento_NOUN_cuento del_ADP_del que_PRON_que se_PRON_él muere_VERB_morir y_CCONJ_y deja_VERB_dejar la_DET_el plata_NOUN_plata y_CCONJ_y aparece_VERB_aparecer en_ADP_en un_DET_uno camino_NOUN_camino con_ADP_con cuatro_NUM_cuatro velas_NOUN_vela prendidas_ADJ_prendida y_CCONJ_y de_ADP_de eso_PRON_ese si_SCONJ_si hay_AUX_haber mucho_DET_mucho cuento_NOUN_cuento de_ADP_de eso_PRON_ese ._PUNCT_.,Y el cuento del que se muere y deja la plata y aparece en un camino con cuatro velas prendidas y de eso si hay mucho cuento de eso .,/,/,prendidas,prendido,attributive,velas,hay,haber,CART29_98,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,todas_DET_todo las_DET_el noches_NOUN_noche un_DET_uno cajón_NOUN_cajón y_CCONJ_y cuatro_NUM_cuatro velas_NOUN_vela prendidas_ADJ_prendida ._PUNCT_.,todas las noches un cajón y cuatro velas prendidas .,/,/,prendidas,prendido,attributive,velas,/,/,CART29_99,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,una_DET_uno vez_NOUN_vez me_PRON_yo fui_VERB_ir con_ADP_con unos_DET_uno amigos_NOUN_amigo para_ADP_para Arjona_PROPN_Arjona emparrandado_ADJ_emparrandado debajo_ADV_debajo de_ADP_de una_DET_uno bonga_NOUN_bonga _PUNCT_,una vez me fui con unos amigos para Arjona emparrandado debajo de una bonga ,/,/,emparrandado,emparrandado,ambiguous,/,fui,ir,CART29_100,5,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,si_SCONJ_si estaba_VERB_estar aquí_ADV_aquí ahora_ADV_ahora mismo_ADJ_mismo _PUNCT_,si estaba aquí ahora mismo ,/,/,mismo,mismo,ambiguous,/,estaba,estar,CART29_101,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,Hasta_ADP_Hasta el_DET_el día_NOUN_día siguiente_ADJ_siguiente lo_PRON_él vinimos_VERB_venir a_ADP_a encontrar_VERB_encontrar ._PUNCT_.,Hasta el día siguiente lo vinimos a encontrar .,/,/,siguiente,siguiente,attributive,día,vinimos,venir,CART29_102,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,y_CCONJ_y sano_ADJ_sano ._PUNCT_.,y sano .,/,/,sano,sano,ambiguous,/,/,/,CART29_103,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,"y_CCONJ_y se_PRON_él apareció_VERB_aparecer el_DET_el día_NOUN_día siguiente_ADJ_siguiente ""_PUNCT_"" ¿_PUNCT_¿ Julio_PROPN_Julio y_CCONJ_y qué_PRON_qué ?_PUNCT_?","y se apareció el día siguiente "" ¿ Julio y qué ?",/,/,siguiente,siguiente,attributive,día,apareció,aparecer,CART29_104,3,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART29,alrededor_ADV_alrededor así_ADV_así y_CCONJ_y uno_PRON_uno se_PRON_él sentó_VERB_sentar ahí_ADV_ahí a_ADP_a tomar_VERB_tomar ron_NOUN_ron blanco_ADJ_blanco en_ADP_en ese_DET_ese entonces_ADV_entonces _PUNCT_,alrededor así y uno se sentó ahí a tomar ron blanco en ese entonces ,/,/,blanco,blanco,attributive,ron,tomar,tomar,CART29_105,2,80,hombre,2011,1931,medio,3,Trabajador Independiente
CART02,muchas_DET_mucho veces_NOUN_vez tuve_VERB_tener accidentes_NOUN_accidente domésticos_ADJ_doméstico porque_SCONJ_porque yo_PRON_yo era_AUX_ser muy_ADV_mucho _PUNCT_,muchas veces tuve accidentes domésticos porque yo era muy ,/,/,domésticos,doméstico,attributive,accidentes,tuve,tener,CART02_01,4,29,mujer,2008,1979,bajo,1,unknown
CART02,muy_ADV_mucho traviesa_ADJ_traviés _PUNCT_,muy traviesa ,muy,/,traviesa,travié,ambiguous,/,/,/,CART02_02,3,29,mujer,2008,1979,bajo,1,unknown
CART02,son_AUX_ser es_AUX_ser un_DET_uno solar_NOUN_solar que_PRON_que está_AUX_estar lleno_ADJ_lleno de_ADP_de puros_ADJ_puro palos_NOUN_palo de_ADP_de mango_NOUN_mango _PUNCT_,son es un solar que está lleno de puros palos de mango ,/,/,lleno,lleno,predicative,/,está,estar,CART02_03,2,29,mujer,2008,1979,bajo,1,unknown
CART02,son_AUX_ser es_AUX_ser un_DET_uno solar_NOUN_solar que_PRON_que está_AUX_estar lleno_ADJ_lleno de_ADP_de puros_ADJ_puro palos_NOUN_palo de_ADP_de mango_NOUN_mango _PUNCT_,son es un solar que está lleno de puros palos de mango ,/,/,puros,puro,attributive,palos,está,estar,CART02_04,2,29,mujer,2008,1979,bajo,1,unknown
